0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,1
14,1
15,1
16,2
17,1
18,1
19,1
20,2
21,2
22,2
23,3
24,1
25,1
26,1
27,1
28,2
29,2
30,2
31,3
32,2
33,2
34,2
35,3
36,3
37,3
38,4
39,1
40,1
41,1
42,1
43,1
44,2
45,2
46,2
47,3
48,2
49,2
50,2
51,3
52,3
53,3
54,4
55,2
56,2
57,2
58,2
59,3
60,3
61,3
62,4
63,3
64,3
65,3
66,4
67,4
68,4
69,5
70,1
71,1
72,1
73,1
74,1
75,1
76,2
77,2
78,2
79,3
80,2
81,2
82,2
83,3
84,3
85,3
86,4
87,2
88,2
89,2
90,2
91,3
92,3
93,3
94,4
95,3
96,3
97,3
98,4
99,4
100,4
101,5
102,2
103,2
104,2
105,2
106,2
107,3
108,3
109,3
110,4
111,3
112,3
113,3
114,4
115,4
116,4
117,5
118,3
119,3
120,3
121,3
122,4
123,4
124,4
125,5
126,4
127,4
128,4
129,5
130,5
131,5
132,6
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,2
141,2
142,2
143,3
144,2
145,2
146,2
147,3
148,3
149,3
150,4
151,2
152,2
153,2
154,2
155,3
156,3
157,3
158,4
159,3
160,3
161,3
162,4
163,4
164,4
165,5
166,2
167,2
168,2
169,2
170,2
171,3
172,3
173,3
174,4
175,3
176,3
177,3
178,4
179,4
180,4
181,5
182,3
183,3
184,3
185,3
186,4
187,4
188,4
189,5
190,4
191,4
192,4
193,5
194,5
195,5
196,6
197,2
198,2
199,2
200,2
201,2
202,2
203,3
204,3
205,3
206,4
207,3
208,3
209,3
210,4
211,4
212,4
213,5
214,3
215,3
216,3
217,3
218,4
219,4
220,4
221,5
222,4
223,4
224,4
225,5
226,5
227,5
228,6
229,3
230,3
231,3
232,3
233,3
234,4
235,4
236,4
237,5
238,4
239,4
240,4
241,5
242,5
243,5
244,6
245,4
246,4
247,4
248,4
249,5
250,5
251,5
252,6
253,5
254,5
255,5
256,6
257,6
258,6
259,7
260,1
261,1
262,1
263,1
264,1
265,1
266,1
267,1
268,2
269,2
270,2
271,3
272,2
273,2
274,2
275,3
276,3
277,3
278,4
279,2
280,2
281,2
282,2
283,3
284,3
285,3
286,4
287,3
288,3
289,3
290,4
291,4
292,4
293,5
294,2
295,2
296,2
297,2
298,2
299,3
300,3
301,3
302,4
303,3
304,3
305,3
306,4
307,4
308,4
309,5
310,3
311,3
312,3
313,3
314,4
315,4
316,4
317,5
318,4
319,4
320,4
321,5
322,5
323,5
324,6
325,2
326,2
327,2
328,2
329,2
330,2
331,3
332,3
333,3
334,4
335,3
336,3
337,3
338,4
339,4
340,4
341,5
342,3
343,3
344,3
345,3
346,4
347,4
348,4
349,5
350,4
351,4
352,4
353,5
354,5
355,5
356,6
357,3
358,3
359,3
360,3
361,3
362,4
363,4
364,4
365,5
366,4
367,4
368,4
369,5
370,5
371,5
372,6
373,4
374,4
375,4
376,4
377,5
378,5
379,5
380,6
381,5
382,5
383,5
384,6
385,6
386,6
387,7
388,2
389,2
390,2
391,2
392,2
393,2
394,2
395,3
396,3
397,3
398,4
399,3
400,3
401,3
402,4
403,4
404,4
405,5
406,3
407,3
408,3
409,3
410,4
411,4
412,4
413,5
414,4
415,4
416,4
417,5
418,5
419,5
420,6
421,3
422,3
423,3
424,3
425,3
426,4
427,4
428,4
429,5
430,4
431,4
432,4
433,5
434,5
435,5
436,6
437,4
438,4
439,4
440,4
441,5
442,5
443,5
444,6
445,5
446,5
447,5
448,6
449,6
450,6
451,7
452,3
453,3
454,3
455,3
456,3
457,3
458,4
459,4
460,4
461,5
462,4
463,4
464,4
465,5
466,5
467,5
468,6
469,4
470,4
471,4
472,4
473,5
474,5
475,5
476,6
477,5
478,5
479,5
480,6
481,6
482,6
483,7
484,4
485,4
486,4
487,4
488,4
489,5
490,5
491,5
492,6
493,5
494,5
495,5
496,6
497,6
498,6
499,7
500,5
501,5
502,5
503,5
504,6
505,6
506,6
507,7
508,6
509,6
510,6
511,7
512,7
513,7
514,8
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,2
525,2
526,2
527,3
528,2
529,2
530,2
531,3
532,3
533,3
